league,actual,top1,top1_prob,top2_prob,top3_prob,top1_hit,top3_hit,top3_prob_sum,xg_home,xg_away,xg_total,xg_diff,xg_total_bucket,xg_diff_bucket
I1,"(0, 0)","(0, 0)",0.6091449259121424,0.1893706272533539,0.12632794006013282,True,True,0.9248434932256292,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(0, 1)","(0, 1)",0.26865261107865646,0.25392894068935556,0.16641754063387607,True,True,0.6889990924018881,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(0, 0)","(1, 0)",0.26457488634569387,0.221244345216419,0.19988998963417304,False,True,0.6857092211962859,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(3, 0)","(1, 0)",0.33472739282469727,0.2835319800928664,0.2098614808369006,False,False,0.8281208537544642,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(2, 1)","(1, 0)",0.2595538789108378,0.2594055872372142,0.16521254509523609,False,False,0.6841720112432881,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(1, 0)","(1, 0)",0.3179510421936264,0.25134336834538,0.21919173246967869,True,True,0.7884861430086851,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(3, 0)","(1, 0)",0.34024251807641887,0.3347632695051901,0.18209150067640434,False,False,0.8570972882580132,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(1, 1)","(0, 0)",0.8361055491729479,0.14966434690045036,0.013395089145918969,False,False,0.9991649852193172,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 2)","(0, 0)",0.5337009656050071,0.19271838131933478,0.16695422168321253,False,False,0.8933735686075543,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(1, 0)","(0, 0)",0.28237339712640724,0.24900415655429095,0.18165879989192837,False,True,0.7130363535726265,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(1, 0)","(0, 0)",0.24766629101915683,0.22388573287911787,0.22122798743464014,False,True,0.6927800113329148,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(1, 0)","(1, 0)",0.25417206758529026,0.22745357112088851,0.2097106612895411,True,True,0.6913362999957199,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(0, 0)","(0, 0)",0.335646979835149,0.23087986125307913,0.18414722799206112,True,True,0.7506740690802893,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(2, 0)","(1, 0)",0.35523105032850855,0.3091094262567979,0.2100368366123017,False,True,0.8743773131976083,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 1)","(1, 0)",0.30335120165027035,0.22771300444255527,0.22529475380643868,False,False,0.7563589598992644,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(1, 0)","(0, 0)",0.47296567543205686,0.22473959982674763,0.15729396416856198,False,True,0.8549992394273664,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(0, 0)","(0, 0)",0.4679027854527983,0.21110029584686518,0.17600434691942782,True,True,0.8550074282190913,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(0, 1)","(0, 0)",0.2655555253005408,0.250193329485299,0.19112589679578376,False,False,0.7068747515816235,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SC0,"(2, 0)","(0, 0)",0.38611177255179946,0.3483726430734402,0.16239585687218763,False,True,0.8968802724974273,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SC0,"(3, 0)","(0, 0)",0.38590114764111283,0.30150108939265835,0.12526980051197537,False,False,0.8126720375457465,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(1, 0)","(0, 0)",0.506923943098143,0.27025587614355123,0.09150675813246398,False,True,0.8686865773741583,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(1, 0)","(0, 0)",0.35404320555252006,0.242078537634912,0.16865432233611724,False,True,0.7647760655235493,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(3, 0)","(2, 0)",0.2814691920349278,0.2427516045939596,0.21090500458223596,False,True,0.7351258012111234,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(0, 0)","(0, 0)",0.3461291708861057,0.24758853209864193,0.16269752359167775,True,True,0.7564152265764253,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SC0,"(1, 1)","(1, 1)",0.24912623882627957,0.21820202436798655,0.21674940203039691,True,True,0.6840776652246631,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(0, 2)","(0, 0)",0.5109579441192134,0.29395698619980043,0.0869483307172188,False,False,0.8918632610362325,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(1, 0)","(0, 0)",0.2817281670957786,0.2342044076798356,0.19174101746289535,False,False,0.7076735922385096,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(1, 0)","(0, 1)",0.2871483993176569,0.24649543725301187,0.18996355576249543,False,False,0.7236073923331643,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(0, 1)","(0, 0)",0.7083254527461372,0.19259758151730144,0.05565695300545692,False,True,0.9565799872688956,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(0, 0)","(0, 0)",0.27280270919143546,0.24883920874301335,0.18769254166402308,True,True,0.7093344595984719,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(0, 0)","(0, 0)",0.3485051383641869,0.22624814063662074,0.18911368003378967,True,True,0.7638669590345973,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(0, 0)","(1, 0)",0.3015615447374321,0.2956226777710812,0.16947450810287337,False,True,0.7666587306113867,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(1, 0)","(1, 0)",0.26131553574993666,0.2174801045448628,0.19206243895303093,True,True,0.6708580792478305,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 1)","(0, 0)",0.3501787239341454,0.21264256807453644,0.2067952286098461,False,True,0.7696165206185279,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(2, 1)","(0, 0)",0.6957074925189309,0.2524477420185831,0.045802196422763765,False,False,0.9939574309602778,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(1, 1)","(0, 0)",0.24750575527635787,0.22816451654128156,0.2192942708207744,False,True,0.6949645426384139,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(2, 0)","(0, 0)",0.3568461234167425,0.2503198929618634,0.15834556440319417,False,False,0.7655115807818,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(0, 1)","(1, 1)",0.2633433919726549,0.21370392520712514,0.19672785695910858,False,False,0.6737751741388885,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(1, 0)","(0, 0)",0.5102278501387213,0.3436692056741235,0.11574096053025283,False,True,0.9696380163430977,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(2, 1)","(1, 0)",0.3203327688175852,0.23670554510424288,0.23383309272933256,False,False,0.7908714066511606,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(2, 1)","(1, 0)",0.3122741337979764,0.28534687665383796,0.18723191509844966,False,False,0.7848529255502641,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(1, 0)","(0, 0)",0.32349908970992575,0.24618719237944117,0.16540010735059438,False,True,0.7350863894399613,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(4, 1)","(1, 1)",0.2470813273996421,0.22942244061163825,0.20414028412103888,False,False,0.6806440521323193,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(0, 0)","(1, 0)",0.3120829999238069,0.232271820443953,0.22957715992646924,False,True,0.7739319802942292,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(0, 0)","(0, 0)",0.30601953139658217,0.21385604250255252,0.20643921672916926,True,True,0.7263147906283041,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(1, 0)","(0, 0)",0.31209675994582287,0.2704207262439487,0.14919673225341756,False,True,0.7317142184431891,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(1, 0)","(0, 0)",0.34815093599437963,0.24172613592320694,0.1696771937203715,False,True,0.759554265637958,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(2, 0)","(0, 0)",0.5539006555969822,0.23992757126320102,0.10175320424733801,False,False,0.8955814311075213,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(1, 0)","(0, 0)",0.6866199497567947,0.1787655600809002,0.08582081382197308,False,True,0.951206323659668,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(0, 0)","(1, 0)",0.26719669886683106,0.24105059880017535,0.1897606074270689,False,True,0.6980079050940753,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(3, 0)","(0, 0)",0.30638030798349764,0.2905827734177641,0.15256394088468606,False,False,0.7495270222859478,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(0, 0)","(1, 1)",0.23594350562452826,0.22854488764198286,0.22320032313825222,False,True,0.6876887164047634,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(0, 0)","(0, 0)",0.4536990196978614,0.29986423623600433,0.10323145782452639,True,True,0.8567947137583921,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(2, 2)","(0, 0)",0.4872452917630733,0.23989512070209254,0.13355807134870076,False,False,0.8606984838138666,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(0, 1)","(0, 0)",0.32108323248209514,0.2292833469563668,0.1865550236719764,False,True,0.7369216031104383,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(1, 1)","(0, 0)",0.3842020101757479,0.2374906893813978,0.1695761625563924,False,False,0.7912688621135381,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(1, 1)","(0, 0)",0.5631305954996181,0.18188837343837713,0.1634056217886535,False,False,0.9084245907266487,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(0, 0)","(1, 0)",0.31691000519229595,0.2608872944288499,0.21070975302009107,False,True,0.7885070526412369,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(0, 1)","(0, 0)",0.3143575217428757,0.22936276390855817,0.18635015663816415,False,True,0.7300704422895979,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(0, 0)","(0, 0)",0.24943229368932798,0.2236933547177069,0.22096997175138908,True,True,0.694095620158424,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 1)","(0, 0)",0.671156426421128,0.17316351406435132,0.10292753005202325,False,True,0.9472474705375026,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(0, 0)","(0, 0)",0.5871332126497837,0.19283819115675788,0.1360178270604307,True,True,0.9159892308669721,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(0, 0)","(1, 1)",0.2677257370898771,0.20155321753932093,0.19405010369118278,False,True,0.6633290583203808,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(0, 0)","(0, 0)",0.5092014574261122,0.22571831199017603,0.14008572799400548,True,True,0.8750054974102937,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(0, 1)","(0, 0)",0.5301711169017427,0.2280678296141816,0.1271630701723198,False,True,0.885402016688244,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(0, 0)","(0, 0)",0.5108446017209057,0.2040752336499368,0.16500634325384148,True,True,0.879926178624684,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(0, 0)","(0, 0)",0.441878328208535,0.33635907115857117,0.13136936798297316,True,True,0.9096067673500793,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(2, 0)","(1, 1)",0.2309327604958125,0.22649774939722692,0.20136153647017757,False,True,0.658792046363217,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(0, 1)","(0, 0)",0.3799807234830398,0.2382689730271896,0.16944368805401244,False,True,0.7876933845642419,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(0, 0)","(0, 0)",0.37382345459386757,0.33587517981638415,0.15765533970163179,True,True,0.8673539741118835,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(1, 2)","(0, 0)",0.4283761255882403,0.2123982446292684,0.18919143387875287,False,False,0.8299658040962616,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(1, 3)","(0, 0)",0.299021045555834,0.22460762422332284,0.19159353493339454,False,False,0.7152222047125514,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(0, 0)","(0, 0)",0.3671731606288132,0.2963770500938629,0.128513878014455,True,True,0.7920640887371311,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 0)","(1, 0)",0.3692320971403129,0.35750593552333365,0.19067143788684784,False,True,0.9174094705504944,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(1, 1)","(0, 0)",0.3375791067763916,0.21945319227403853,0.1988466477077061,False,False,0.7558789467581363,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(1, 0)","(1, 0)",0.26361912375500623,0.24399928672324386,0.19177147162029334,True,True,0.6993898820985434,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SC0,"(0, 1)","(0, 0)",0.28584648037154675,0.24418209799063306,0.1827555146414198,False,False,0.7127840930035997,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SC0,"(1, 0)","(0, 0)",0.36381002469699175,0.3293077688052487,0.1568400193373728,False,True,0.8499578128396132,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(1, 0)","(0, 0)",0.6528600813748145,0.2255090550132072,0.05908678525952424,False,True,0.937455921647546,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(1, 1)","(1, 0)",0.27334354574701564,0.26623843112185097,0.1712276992275995,False,True,0.7108096760964661,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 1)","(0, 0)",0.3972529185310558,0.25347193618791636,0.14761181907476356,False,True,0.7983366737937356,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(1, 0)","(0, 0)",0.3785569819162138,0.3166062482433565,0.13983554162822331,False,True,0.8349987717877936,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(0, 1)","(1, 0)",0.30515749687425076,0.24755498807206766,0.2064784942614745,False,False,0.7591909792077929,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(0, 0)","(1, 0)",0.2592626289266338,0.2174124992776212,0.20675202671950593,False,True,0.6834271549237609,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(1, 0)","(0, 0)",0.4851599758492874,0.35134787582396576,0.127221263079171,False,False,0.9637291147524242,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(1, 0)","(0, 0)",0.30973618679709725,0.30452487012029233,0.16354746210783153,False,True,0.7778085190252212,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(1, 0)","(0, 0)",0.8028457120011718,0.1763019225312359,0.019357622158019654,False,True,0.9985052566904273,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(0, 0)","(0, 0)",0.26758820942945977,0.21501442621043068,0.2101610619079367,True,True,0.6927636975478272,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(1, 1)","(0, 0)",0.3819386681764561,0.27077731992168047,0.1308094996795491,False,False,0.7835254877776857,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(0, 1)","(0, 0)",0.4242310853206036,0.2915336307050763,0.10577004555817424,False,False,0.8215347615838542,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(2, 1)","(0, 1)",0.3175059515346446,0.28786302877278624,0.19075692260187216,False,False,0.7961259029093031,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(0, 0)","(0, 0)",0.31583716098591263,0.2274511960758109,0.18885232155221796,True,True,0.7321406786139415,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(5, 0)","(1, 0)",0.3329645857290698,0.26668375130986005,0.22080724723436645,False,False,0.8204555842732963,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(1, 0)","(0, 0)",0.2537999648139051,0.22123449306058426,0.21814719792881318,False,True,0.6931816558033026,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SC0,"(0, 0)","(0, 0)",0.388114791345231,0.2391213390532497,0.16677427501868655,True,True,0.7940104054171673,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(0, 1)","(0, 0)",0.5423811958303574,0.3320556791005532,0.10164527722437515,False,False,0.9760821521552857,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(0, 0)","(0, 0)",0.4616632973531772,0.22835411032319436,0.15748345618778348,True,True,0.847500863864155,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(1, 1)","(0, 0)",0.6839252058570401,0.2598607109713218,0.04936767100278217,False,False,0.993153587831144,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(1, 0)","(0, 0)",0.4188348121858312,0.26979317868520236,0.12354846866105507,False,True,0.8121764595320886,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(1, 0)","(0, 0)",0.347792822914595,0.2857283688049744,0.1280358676396555,False,True,0.7615570593592248,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(1, 0)","(0, 0)",0.5041671535662963,0.2424270817224579,0.12327009026278922,False,True,0.8698643255515434,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(2, 3)","(0, 0)",0.6079528885155819,0.20134094766085303,0.11352440725480972,False,False,0.9228182434312447,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SC0,"(0, 2)","(0, 0)",0.335115628054266,0.2214475035666277,0.19636753787623462,False,False,0.7529306694971283,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(1, 0)","(0, 0)",0.26840176420104694,0.2605497786372271,0.18116385634850257,False,True,0.7101153991867766,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(0, 0)","(0, 0)",0.25077587940513013,0.22720084808096858,0.2176453752543072,True,True,0.6956221027404059,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
N1,"(1, 3)","(1, 1)",0.26485237560859104,0.2006701431483695,0.20039262308917785,False,False,0.6659151418461384,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(0, 0)","(0, 0)",0.3907471968015652,0.242082043997338,0.16261517300044462,True,True,0.7954444137993478,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(1, 0)","(0, 0)",0.6906877593351411,0.19171645433413786,0.06907646960548194,False,True,0.951480683274761,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SC0,"(1, 1)","(0, 0)",0.29402897491134317,0.25372979533544393,0.1712954537567193,False,True,0.7190542240035064,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(1, 2)","(0, 0)",0.2664151000890662,0.2220114490440843,0.20963637091054488,False,False,0.6980629200436954,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(1, 0)","(0, 0)",0.25820797507397114,0.24675047830706107,0.19833629700181932,False,False,0.7032947503828515,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(2, 2)","(0, 0)",0.34647701532090885,0.2455836686884372,0.16510253004931177,False,False,0.7571632140586578,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(0, 0)","(1, 0)",0.2558120823328136,0.23338749644588222,0.2049229339151635,False,True,0.6941225126938593,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(2, 0)","(0, 0)",0.39991393546969983,0.28926161799507455,0.11153676807524733,False,True,0.8007123215400217,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(1, 1)","(1, 1)",0.2334211629484739,0.2151696912922547,0.20802798580363652,True,True,0.6566188400443651,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 0)","(0, 0)",0.3895532772639425,0.3683816276336974,0.1741803130642191,True,True,0.932115217961859,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 1)","(1, 0)",0.3340830507119765,0.2899114531919941,0.20483212736438336,False,False,0.828826631268354,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(2, 0)","(0, 0)",0.3257164064704999,0.2562151796454075,0.1533325462617564,False,False,0.7352641323776637,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SC0,"(1, 0)","(0, 0)",0.44030725367474105,0.20538896156935765,0.19400192843464636,False,True,0.8396981436787451,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(0, 0)","(0, 0)",0.4884482363690061,0.3504116575076696,0.1256922643738547,True,True,0.9645521582505304,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(0, 1)","(0, 0)",0.325522672516276,0.22227720978401672,0.19561760579613607,False,True,0.7434174880964288,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(1, 0)","(0, 0)",0.6194602485492636,0.18372367648893947,0.12615488004980369,False,True,0.9293388050880068,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(0, 0)","(0, 0)",0.3504756382344094,0.2611614459405947,0.14619453503451077,True,True,0.7578316192095148,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(1, 0)","(0, 0)",0.601706796605153,0.30576959133146364,0.07769152975378707,False,True,0.9851679176904038,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SP1,"(0, 0)","(0, 0)",0.3857711242886569,0.23431550133055928,0.173169138819529,True,True,0.7932557644387451,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
D1,"(0, 1)","(0, 0)",0.32928057000568123,0.2849684307320185,0.13570466624977526,False,True,0.749953666987475,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(0, 2)","(0, 0)",0.3575513698793147,0.3452346511953657,0.17379164561569901,False,False,0.8765776666903794,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SC0,"(0, 2)","(1, 0)",0.34133436979402887,0.2554665401606077,0.22803211710120516,False,False,0.8248330270558417,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 1)","(0, 0)",0.3619192647271968,0.3068739526563687,0.13906717013852063,False,False,0.8078603875220862,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 1)","(0, 0)",0.35235109564439204,0.30684462107854443,0.14331465590175343,False,False,0.8025103726246899,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 0)","(0, 0)",0.4427565102482642,0.23168720008488095,0.16042459849685953,True,True,0.8348683088300046,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 1)","(0, 0)",0.4481302396974401,0.2344128518630644,0.15527173797514493,False,True,0.8378148295356495,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 0)","(0, 0)",0.27852993237990753,0.214443739853359,0.20469825777180023,True,True,0.6976719300050667,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(0, 0)","(1, 0)",0.29978671711687443,0.22943102582771865,0.22059677184523466,False,True,0.7498145147898277,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SC0,"(0, 2)","(0, 0)",0.3319961737839924,0.246412038435981,0.1649581215933863,False,False,0.7433663338133597,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SC0,"(1, 1)","(0, 0)",0.5770088524016337,0.20998100382068777,0.12236907293759601,False,False,0.9093589291599175,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SC0,"(0, 0)","(1, 0)",0.28811046427446996,0.28609920710074077,0.16255591165984465,False,True,0.7367655830350553,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(1, 0)","(0, 0)",0.46721706618953907,0.2830796695867543,0.09367299877882244,False,True,0.8439697345551157,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(0, 0)","(0, 0)",0.4244690692367314,0.21817301841717163,0.18314302884986,True,True,0.825785116503763,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(2, 2)","(0, 0)",0.457204314617633,0.21817165774223496,0.17156913754727582,False,False,0.8469451099071439,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(3, 0)","(0, 0)",0.4263735546994304,0.2543578614110234,0.13895059238420404,False,False,0.8196820084946579,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
I1,"(0, 1)","(0, 0)",0.42099922359717246,0.20500328076771607,0.20114352030419705,False,True,0.8271460246690855,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
F1,"(1, 0)","(0, 0)",0.48368138375843256,0.21883633403456304,0.159833733950588,False,True,0.8623514517435835,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 0)","(0, 0)",0.29749027278763784,0.2762328201651222,0.15254766704034534,True,True,0.7262707599931053,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
SC0,"(1, 0)","(1, 0)",0.26833533086200795,0.23839844146185948,0.1899023152747774,True,True,0.6966360875986448,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
E0,"(0, 2)","(0, 0)",0.371894118320373,0.369179886732987,0.18324273234508257,False,False,0.9243167373984426,1.5,1.5,3.0,0.0,Medium (2.2-3.0),
